article_a,article_b,hamming,title_a,title_b
91/2019/nd-cp+41,91/2019/nđ-cp+41,0,Điều 41. Trách nhiệm của người có thẩm quyền xử phạt vi phạm hành chính đối với trường hợp phải tạm đình chỉ hoặc đình chỉ hoạt động dịch vụ về đất đai,Điều 41. Trách nhiệm của người có thẩm quyền xử phạt vi phạm hành chính đối với trường hợp phải tạm đình chỉ hoặc đình chỉ hoạt động dịch vụ về đất đai
155/2020/nd-cp+76,155/2020/nđ-cp+76,0,Điều 76. Hồ sơ đăng ký hỗ trợ phát hành chứng chỉ lưu ký tại nước ngoài trên cơ sở số cổ phiếu đang lưu hành tại Việt Nam,Điều 76. Hồ sơ đăng ký hỗ trợ phát hành chứng chỉ lưu ký tại nước ngoài trên cơ sở số cổ phiếu đang lưu hành tại Việt Nam
155/2020/nd-cp+130,155/2020/nđ-cp+130,0,"Điều 130. Tài liệu báo cáo về việc niêm yết, giao dịch chứng chỉ lưu ký tại Sở giao dịch chứng khoán nước ngoài","Điều 130. Tài liệu báo cáo về việc niêm yết, giao dịch chứng chỉ lưu ký tại Sở giao dịch chứng khoán nước ngoài"
63/2019/nđ-+47,63/2019/nđ-cp+47,0,Điều 47. Hành vi can thiệp trái pháp luật trong hoạt động dự trữ quốc gia,Điều 47. Hành vi can thiệp trái pháp luật trong hoạt động dự trữ quốc gia
155/2020/nd-cp+295,155/2020/nđ-cp+295,0,Điều 295. Nghĩa vụ công bố thông tin,Điều 295. Nghĩa vụ công bố thông tin
84/2019/nđ-+21,84/2019/nđ-cp+21,0,"Điều 21. Hồ sơ, trình tự, nội dung và thẩm quyền kiểm tra nhà nước về chất lượng phân bón nhập khẩu","Điều 21. Hồ sơ, trình tự, nội dung và thẩm quyền kiểm tra nhà nước về chất lượng phân bón nhập khẩu"
102/2017/nð-cp+48,102/2017/nđ-cp+48,0,"Điều 48. Thủ tục đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng quyền sử dụng đất, tài sản gắn liền với đất","Điều 48. Thủ tục đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng quyền sử dụng đất, tài sản gắn liền với đất"
155/2020/nd-cp+240,155/2020/nđ-cp+240,0,Điều 240. Giải thể quỹ đóng,Điều 240. Giải thể quỹ đóng
155/2020/nd-cp+249,155/2020/nđ-cp+249,0,Điều 249. Hồ sơ chào bán chứng chỉ quỹ bất động sản ra công chúng,Điều 249. Hồ sơ chào bán chứng chỉ quỹ bất động sản ra công chúng
63/2019/nđ-+60,63/2019/nđ-cp+60,0,Điều 60. Hành vi vi phạm quy định về đăng ký và sử dụng tài khoản tại Kho bạc Nhà nước,Điều 60. Hành vi vi phạm quy định về đăng ký và sử dụng tài khoản tại Kho bạc Nhà nước
91/2019/nd-cp+8,91/2019/nđ-cp+8,0,Điều 8. Xác định diện tích đất vi phạm và mức phạt hành vi vi phạm hành chính,Điều 8. Xác định diện tích đất vi phạm và mức phạt hành vi vi phạm hành chính
125/2014/nđ-cp+3,24/2019/nđ-cp+3,0,Điều 3. Trách nhiệm tổ chức thực hiện,Điều 3. Trách nhiệm tổ chức thực hiện
155/2020/nd-cp+8,155/2020/nđ-cp+8,0,Điều 8. Việc mở và sử dụng tài khoản phong tỏa,Điều 8. Việc mở và sử dụng tài khoản phong tỏa
155/2020/nd-cp+61,155/2020/nđ-cp+61,0,Điều 61. Tài liệu báo cáo phát hành cổ phiếu để trả cổ tức của công ty đại chúng,Điều 61. Tài liệu báo cáo phát hành cổ phiếu để trả cổ tức của công ty đại chúng
33/2021/nđ-cp+14,34/2021/nđ-cp+13,0,"Điều 14. Trình tự, thủ tục ban hành văn bản quy phạm pháp luật của Ủy ban nhân dân quận","Điều 13. Trình tự, thủ tục ban hành văn bản quy phạm pháp luật của Ủy ban nhân dân quận"
03/2021/tt-bgddt+7,03/2021/tt-bgdđt+7,0,Điều 7. Các trường hợp bổ nhiệm vào chức danh nghề nghiệp giáo viên trung học cơ sở,Điều 7. Các trường hợp bổ nhiệm vào chức danh nghề nghiệp giáo viên trung học cơ sở
155/2020/nd-cp+298,155/2020/nđ-cp+298,0,"Điều 298. Công bố thông tin về thu nhập của thành viên Hội đồng quản trị, Tổng giám đốc (Giám đốc)","Điều 298. Công bố thông tin về thu nhập của thành viên Hội đồng quản trị, Tổng giám đốc (Giám đốc)"
63/2019/nđ-+17,63/2019/nđ-cp+17,0,Điều 17. Hành vi vi phạm hành chính đối với các quy định về việc đăng nhập và sử dụng số liệu về tài sản công,Điều 17. Hành vi vi phạm hành chính đối với các quy định về việc đăng nhập và sử dụng số liệu về tài sản công
03/2021/tt-bgddt+6,03/2021/tt-bgdđt+6,0,Điều 6. Nguyên tắc bổ nhiệm theo chức danh nghề nghiệp đối với giáo viên trung học cơ sở,Điều 6. Nguyên tắc bổ nhiệm theo chức danh nghề nghiệp đối với giáo viên trung học cơ sở
102/2017/nð-cp+34,102/2017/nđ-cp+34,0,Điều 34. Hồ sơ đăng ký thay đổi nội dung biện pháp bảo đảm bằng tàu biển đã đăng ký,Điều 34. Hồ sơ đăng ký thay đổi nội dung biện pháp bảo đảm bằng tàu biển đã đăng ký
146/2018/nð-cp+34,146/2018/nđ-cp+34,0,"Điều 34. Điều kiện, nội dung chi, thanh quyết toán kinh phí khám bệnh, chữa bệnh trong công tác chăm sóc sức khỏe ban đầu","Điều 34. Điều kiện, nội dung chi, thanh quyết toán kinh phí khám bệnh, chữa bệnh trong công tác chăm sóc sức khỏe ban đầu"
155/2020/nd-cp+36,155/2020/nđ-cp+36,0,Điều 36. Điều kiện chào bán chứng khoán ra công chúng tại Việt Nam của doanh nghiệp thành lập và hoạt động theo pháp luật nước ngoài,Điều 36. Điều kiện chào bán chứng khoán ra công chúng tại Việt Nam của doanh nghiệp thành lập và hoạt động theo pháp luật nước ngoài
09/2014/ttlt-btp-tandtc-vksndtc+14,09/2014/ttlt-btp-tandtc-vksndtc-btc+14,0,Điều 14. Thanh toán chi phí tống đạt,Điều 14. Thanh toán chi phí tống đạt
84/2019/nđ-+1,84/2019/nđ-cp+1,0,Điều 1. Phạm vi điều chỉnh,Điều 1. Phạm vi điều chỉnh
146/2018/nð-cp+1,146/2018/nđ-cp+1,0,Điều 1. Nhóm do người lao động và người sử dụng lao động đóng,Điều 1. Nhóm do người lao động và người sử dụng lao động đóng
155/2020/nd-cp+186,155/2020/nđ-cp+186,0,"Điều 186. Trình tự thủ tục cấp, điều chỉnh Giấy phép thành lập và hoạt động kinh doanh chứng khoán và Giấy chứng nhận đăng ký hoạt động","Điều 186. Trình tự thủ tục cấp, điều chỉnh Giấy phép thành lập và hoạt động kinh doanh chứng khoán và Giấy chứng nhận đăng ký hoạt động"
155/2020/nd-cp+59,155/2020/nđ-cp+59,0,"Điều 59. Trình tự, thủ tục phát hành cổ phiếu để hoán đổi","Điều 59. Trình tự, thủ tục phát hành cổ phiếu để hoán đổi"
155/2020/nd-cp+280,155/2020/nđ-cp+280,0,Điều 280. Báo cáo hoạt động của Hội đồng quản trị tại cuộc họp Đại hội đồng cổ đông thường niên,Điều 280. Báo cáo hoạt động của Hội đồng quản trị tại cuộc họp Đại hội đồng cổ đông thường niên
24/2020/nd-cp+24,24/2020/nđ-cp+24,0,Điều 24. Trách nhiệm quản lý nhà nước của Bộ Tài chính,Điều 24. Trách nhiệm quản lý nhà nước của Bộ Tài chính
19/2019/nđ+5,19/2019/nđ-cp+5,0,Điều 5. Điều kiện làm thành viên,Điều 5. Điều kiện làm thành viên
259/2016/tt-btc+4,281/2016/tt-btc+4,0,"Điều 4. Mức thu phí, lệ phí","Điều 4. Mức thu phí, lệ phí"
155/2020/nd-cp+90,155/2020/nđ-cp+90,0,Điều 90. Nghĩa vụ của đại lý chào mua công khai,Điều 90. Nghĩa vụ của đại lý chào mua công khai
24/2020/nd-cp+14,24/2020/nđ-cp+14,0,"Điều 14. Trách nhiệm thực hiện thông tin, giáo dục, truyền thông về phòng, chống tác hại của rượu, bia","Điều 14. Trách nhiệm thực hiện thông tin, giáo dục, truyền thông về phòng, chống tác hại của rượu, bia"
84/2019/nđ-+26,84/2019/nđ-cp+26,0,Điều 26. Trách nhiệm của Sở Nông nghiệp và Phát triển nông thôn cấp tỉnh,Điều 26. Trách nhiệm của Sở Nông nghiệp và Phát triển nông thôn cấp tỉnh
09/2014/ttlt-btp-tandtc-vksndtc+23,09/2014/ttlt-btp-tandtc-vksndtc-btc+23,0,"Điều 23. Kiểm tra, thanh tra hoạt động của Thừa phát lại","Điều 23. Kiểm tra, thanh tra hoạt động của Thừa phát lại"
84/2019/nđ-+25,84/2019/nđ-cp+25,0,Điều 25. Trách nhiệm của Bộ Nông nghiệp và Phát triển nông thôn,Điều 25. Trách nhiệm của Bộ Nông nghiệp và Phát triển nông thôn
155/2020/nd-cp+149,155/2020/nđ-cp+149,0,Điều 149. Đăng ký chứng khoán tại Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam,Điều 149. Đăng ký chứng khoán tại Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam
204/2016/tt-btc+6,205/2016/tt-btc+6,0,"Điều 6. Kê khai, thu, nộp phí","Điều 6. Kê khai, thu, nộp phí"
204/2016/tt-btc+6,206/2016/tt-btc+6,0,"Điều 6. Kê khai, thu, nộp phí","Điều 6. Kê khai, thu, nộp phí"
205/2016/tt-btc+6,206/2016/tt-btc+6,0,"Điều 6. Kê khai, thu, nộp phí","Điều 6. Kê khai, thu, nộp phí"
212/2016/tt-btc+5,232/2016/tt-btc+5,0,"Điều 5. Kê khai, nộp phí","Điều 5. Kê khai, nộp phí"
84/2019/nđ-+4,84/2019/nđ-cp+4,0,Điều 4. Quy định chung về thực hiện thủ tục hành chính trong Nghị định này,Điều 4. Quy định chung về thực hiện thủ tục hành chính trong Nghị định này
146/2013/nđ-cp+2,16/2018/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
155/2020/nd-cp+310,155/2020/nđ-cp+310,0,Điều 310. Điều khoản chuyển tiếp,Điều 310. Điều khoản chuyển tiếp
60/2000/nđ-cp+13,61/2000/nđ-cp+13,0,"Điều 13. Người nào vi phạm các quy định của Nghị định này, tùy theo mức độ vi phạm sẽ bị xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật.","Điều 13. Người nào vi phạm các quy định của Nghị định này, tùy theo mức độ vi phạm sẽ bị xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật."
155/2020/nd-cp+160,155/2020/nđ-cp+160,0,"Điều 160. Hồ sơ, trình tự, thủ tục đăng ký thành viên lưu ký, thành viên bù trừ sau hợp nhất, sáp nhập","Điều 160. Hồ sơ, trình tự, thủ tục đăng ký thành viên lưu ký, thành viên bù trừ sau hợp nhất, sáp nhập"
155/2020/nd-cp+187,155/2020/nđ-cp+187,0,"Điều 187. Phát hành, chào bán cổ phần, tăng vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 187. Phát hành, chào bán cổ phần, tăng vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+193,155/2020/nđ-cp+193,0,"Điều 193. Hồ sơ đề nghị chấp thuận thành lập chi nhánh, phòng giao dịch, văn phòng đại diện trong nước, bổ sung nghiệp vụ chi nhánh của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 193. Hồ sơ đề nghị chấp thuận thành lập chi nhánh, phòng giao dịch, văn phòng đại diện trong nước, bổ sung nghiệp vụ chi nhánh của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
23/2018/qh14+2,75/2019/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
136/2013/tt-btc+20,36/2019/tt-btc+20,0,Điều 20. Người quay số mở thưởng,Điều 20. Người quay số mở thưởng
155/2020/nd-cp+27,155/2020/nđ-cp+27,0,Điều 27. Hồ sơ đăng ký chào bán trái phiếu ra công chúng bằng đồng Việt Nam của tổ chức tài chính quốc tế,Điều 27. Hồ sơ đăng ký chào bán trái phiếu ra công chúng bằng đồng Việt Nam của tổ chức tài chính quốc tế
155/2020/nd-cp+81,155/2020/nđ-cp+81,0,"Điều 81. Trách nhiệm của tổ chức phát hành chứng chỉ lưu ký, cổ đông và nhà đầu tư sở hữu chứng chỉ lưu ký","Điều 81. Trách nhiệm của tổ chức phát hành chứng chỉ lưu ký, cổ đông và nhà đầu tư sở hữu chứng chỉ lưu ký"
155/2020/nd-cp+128,155/2020/nđ-cp+128,0,"Điều 128. Nghĩa vụ của doanh nghiệp có chứng khoán niêm yết, giao dịch tại Sở giao dịch chứng khoán nước ngoài","Điều 128. Nghĩa vụ của doanh nghiệp có chứng khoán niêm yết, giao dịch tại Sở giao dịch chứng khoán nước ngoài"
91/2019/nd-cp+26,91/2019/nđ-cp+26,0,"Điều 26. Nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất có điều kiện mà không đủ điều kiện quy định tại các Điều 191 và Điều 192 của Luật đất đai","Điều 26. Nhận chuyển nhượng, nhận tặng cho quyền sử dụng đất có điều kiện mà không đủ điều kiện quy định tại các Điều 191 và Điều 192 của Luật đất đai"
84/2019/nđ-+22,84/2019/nđ-cp+22,0,"Điều 22. Lấy mẫu, thử nghiệm phân bón","Điều 22. Lấy mẫu, thử nghiệm phân bón"
146/2018/nð-cp+7,146/2018/nđ-cp+7,0,Điều 7. Mức đóng và trách nhiệm đóng bảo hiểm y tế,Điều 7. Mức đóng và trách nhiệm đóng bảo hiểm y tế
03/2019/qđ-ktnn+2,07/2017/qđ-ktnn+2,0,Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký.,Điều 2.
03/2019/qđ-ktnn+2,44/2009/qđ-ttg+2,0,Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký.,"Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày, kể từ ngày ký."
07/2017/qđ-ktnn+2,44/2009/qđ-ttg+2,0,Điều 2.,"Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày, kể từ ngày ký."
155/2020/nd-cp+100,155/2020/nđ-cp+100,0,"Điều 100. Hồ sơ đăng ký thành viên giao dịch đặc biệt, Kho bạc Nhà nước tham gia giao dịch công cụ nợ","Điều 100. Hồ sơ đăng ký thành viên giao dịch đặc biệt, Kho bạc Nhà nước tham gia giao dịch công cụ nợ"
63/2019/nđ-+65,63/2019/nđ-cp+65,0,Điều 65. Hiệu lực thi hành,Điều 65. Hiệu lực thi hành
155/2020/nd-cp+20,155/2020/nđ-cp+20,0,Điều 20. Hồ sơ đăng ký chào bán trái phiếu ra công chúng,Điều 20. Hồ sơ đăng ký chào bán trái phiếu ra công chúng
155/2020/nd-cp+45,155/2020/nđ-cp+45,0,Điều 45. Hồ sơ công ty đại chúng đăng ký chào bán cổ phiếu riêng lẻ với giá thấp hơn mệnh giá,Điều 45. Hồ sơ công ty đại chúng đăng ký chào bán cổ phiếu riêng lẻ với giá thấp hơn mệnh giá
146/2018/nð-cp+21,146/2018/nđ-cp+21,0,"Điều 21. Quyền và trách nhiệm của cơ sở khám bệnh, chữa bệnh trong thực hiện hợp đồng khám bệnh, chữa bệnh bảo hiểm y tế","Điều 21. Quyền và trách nhiệm của cơ sở khám bệnh, chữa bệnh trong thực hiện hợp đồng khám bệnh, chữa bệnh bảo hiểm y tế"
